Depth,GR,MUD_VOLUME,TVD
1872.8019,105.4711,0.8178,1872.8019
1872.9518,103.8078,0.8167,1872.9518
1873.1017,100.321,0.8191,1873.1017
1873.2516,96.6063,0.789,1873.2516
1873.4015,93.0603,0.7383,1873.4015
1873.5514,88.804,0.691,1873.5514
1873.7013,84.0947,0.5759,1873.7013
1873.8512,79.8597,0.4836,1873.8512
1874.0011,76.4733,0.4222,1874.0011
1874.151,74.1403,0.3951,1874.151
1874.3009,72.9615,0.412,1874.3009
1874.4508,72.5477,0.4588,1874.4508
1874.6007,72.4102,0.5109,1874.6007
1874.7506,72.1797,0.5483,1874.7506
1874.9005,69.6127,0.5448,1874.9005
1875.0504,66.4987,0.5327,1875.0504
1875.2003,69.5074,0.5913,1875.2003
1875.3502,71.8879,0.6502,1875.3502
1875.5001,71.4165,0.667,1875.5001
1875.65,70.1816,0.6471,1875.65
1875.7999,69.3082,0.597,1875.7999
1875.9498,68.6895,0.536,1875.9498
1876.0997,67.5191,0.4865,1876.0997
1876.2496,65.2724,0.4522,1876.2496
1876.3995,62.4616,0.4320000000000001,1876.3995
1876.5494,59.7962,0.4258,1876.5494
1876.6993,57.3445,0.4158,1876.6993
1876.8492,54.7841,0.3719,1876.8492
1876.9991,52.3757,0.3001,1876.9991
1877.149,51.4456,0.2385,1877.149
1877.2989,53.0685,0.2167,1877.299
1877.4488,56.6384,0.241,1877.4489
1877.5987,60.5853,0.2928,1877.5988
1877.7486,64.1267,0.3451,1877.7487
1877.8985,67.1934,0.3817,1877.8986
1878.0484,69.3217,0.3967,1878.0483
1878.1983,69.6663,0.3887,1878.1982
1878.3482,68.0162,0.3624,1878.3481
1878.4981,65.3512,0.3306,1878.498
1878.648,63.2617,0.3084,1878.6479
1878.7979,62.6502,0.3051,1878.7979
1878.9478,63.0782,0.3171,1878.9478
1879.0977,63.6243,0.3289,1879.0977
1879.2476,64.2972,0.3362,1879.2476
1879.3975,65.559,0.3504,1879.3975
1879.5474,66.7735,0.371,1879.5474
1879.6973,66.8116,0.3799,1879.6973
1879.8472,65.7031,0.3685,1879.8472
1879.9971,64.7583,0.3509,1879.9971
1880.147,65.015,0.3464,1880.147
1880.2969,65.8008,0.3551,1880.2969
1880.4468,65.5349,0.3597,1880.4468
1880.5967,63.4798,0.3473,1880.5967
1880.7466,60.6891,0.3287,1880.7466
1880.8965,59.1512,0.3214,1880.8965
1881.0464,59.6152,0.3267,1881.0464
1881.1963,61.13,0.3331,1881.1963
1881.3462,62.4378,0.3335,1881.3462
1881.4961,63.0855,0.3317,1881.4961
1881.646,63.1935,0.335,1881.646
1881.7959,63.2128,0.3478,1881.7959
1881.9458,63.315,0.3629,1881.9458
1882.0957,63.3885,0.3731,1882.0957
1882.2456,63.6809,0.3822,1882.2456
1882.3955,64.2797,0.3918,1882.3955
1882.5454,64.9716,0.3982,1882.5454
1882.6953,65.2048,0.3968,1882.6953
1882.8452,64.8026,0.3902,1882.8452
1882.9951,64.1466,0.3875,1882.9951
1883.145,64.0466,0.398,1883.145
1883.2949,65.0397,0.4263,1883.2949
1883.4448,66.2402,0.4591,1883.4448
1883.5947,65.7077,0.4692,1883.5947
1883.7446,61.2719,0.4353,1883.7446
1883.8945,55.4432,0.39,1883.8945
1884.0444,54.2142,0.3801,1884.0444
1884.1943,52.0455,0.3619,1884.1943
1884.3442,48.8807,0.337,1884.3442
1884.4941,47.1199,0.3181,1884.4941
1884.644,46.3797,0.3086,1884.644
1884.7939,45.7401,0.3194,1884.7939
1884.9438,45.2157,0.3487,1884.9438
1885.0937,45.0436,0.3672,1885.0938
1885.2436,45.1952,0.3533,1885.2437
1885.3935,45.1461,0.321,1885.3936
1885.5434,44.5724,0.2982,1885.5435
1885.6933,43.9292,0.2987,1885.6934
1885.8432,43.8831,0.3106,1885.8431
1885.9931,44.5521,0.3164,1885.993
1886.143,45.1955,0.3137,1886.1429
1886.2929,45.1668,0.3171,1886.2928
1886.4428,44.8356,0.3378,1886.4427
1886.5927,44.966,0.3724,1886.5927
1886.7426,45.6084,0.4044,1886.7426
1886.8925,46.2287,0.4104,1886.8925
1887.0424,46.3769,0.3857,1887.0424
1887.1923,46.0607,0.3491,1887.1923
1887.3422,45.9633,0.3173,1887.3422
1887.4921,47.0501,0.3004,1887.4921
1887.642,49.6132,0.3048,1887.642
1887.7919,53.02,0.3209,1887.7919
1887.9418,56.3666,0.3353,1887.9418
1888.0917,59.0253,0.3505,1888.0917
1888.2416,60.5723,0.3675,1888.2416
1888.3915,61.0203,0.3767,1888.3915
1888.5414,61.2019,0.378,1888.5414
1888.6913,61.6104,0.3801,1888.6913
1888.8412,61.6015,0.3824,1888.8412
1888.9911,60.7951,0.3771,1888.9911
1889.141,60.1121,0.3647,1889.141
1889.2909,60.4959,0.3565,1889.2909
1889.4408,61.1593,0.3608,1889.4408
1889.5907,60.5415,0.3703,1889.5907
1889.7406,58.3995,0.3721,1889.7406
1889.8905,55.7317,0.3635,1889.8905
1890.0404,52.9557,0.3458,1890.0404
1890.1903,49.458,0.3193,1890.1903
1890.3402,45.9119,0.2979,1890.3402
1890.4901,43.8604,0.2958,1890.4901
1890.64,43.6059,0.3097,1890.64
1890.7899,43.8974,0.3242,1890.7899
1890.9398,43.9992,0.318,1890.9398
1891.0897,44.3774,0.2788,1891.0897
1891.2396,45.1245,0.2141,1891.2396
1891.3895,45.4388,0.1525,1891.3895
1891.5394,45.3316,0.1244,1891.5394
1891.6893,45.6804,0.1161,1891.6893
1891.8392,46.81800000000001,0.1048,1891.8392
1891.9891,48.9106,0.1058,1891.9891
1892.139,51.7267,0.1445,1892.139
1892.2889,54.6694,0.2185,1892.2889
1892.4388,56.8011,0.2955,1892.4388
1892.5887,57.679,0.3467,1892.5887
1892.7386,57.8823,0.3721,1892.7386
1892.8885,57.9319,0.3802,1892.8885
1893.0384,57.4689,0.3712,1893.0385
1893.1883,56.1127,0.354,1893.1884
1893.3382,52.8181,0.3274,1893.3383
1893.4881,49.3319,0.302,1893.4882
1893.638,49.4561,0.2986,1893.6379
1893.7879,48.6308,0.2936,1893.7878
1893.9378,46.3909,0.2944,1893.9377
1894.0877,44.9409,0.3053,1894.0876
1894.2376,44.398,0.3069,1894.2375
1894.3875,44.0332,0.2895,1894.3875
1894.5374,43.6518,0.2605,1894.5374
1894.6873,43.3459,0.2324,1894.6873
1894.8372,42.9677,0.2133,1894.8372
1894.9871,42.3686,0.2051,1894.9871
1895.137,41.4245,0.2056,1895.137
1895.2869,40.299,0.2121,1895.2869
1895.4368,39.8205,0.218,1895.4368
1895.5867,40.7418,0.211,1895.5867
1895.7366,42.6595,0.1867,1895.7366
1895.8865,44.2901,0.1599,1895.8865
1896.0364,45.0427,0.1499,1896.0364
1896.1863,45.7291,0.1658,1896.1863
1896.3362,47.3171,0.2047,1896.3362
1896.4861,49.68899999999999,0.2564,1896.4861
1896.636,51.8202,0.3085,1896.636
1896.7859,52.9663,0.3516,1896.7859
1896.9358,53.3927,0.38,1896.9358
1897.0857,53.7347,0.3887,1897.0857
1897.2356,54.1005,0.3815,1897.2356
1897.3855,53.9054,0.3732,1897.3855
1897.5354,52.7041,0.375,1897.5354
1897.6853,50.9752,0.3829,1897.6853
1897.8352,49.3782,0.3781,1897.8352
1897.9851,47.7809,0.3499,1897.9851
1898.135,45.8129,0.3131,1898.135
1898.2849,43.7527,0.2855,1898.2849
1898.4348,42.0544,0.2624,1898.4348
1898.5847,40.5561,0.2309,1898.5847
1898.7346,39.2475,0.1965,1898.7346
1898.8845,38.9367,0.1771,1898.8845
1899.0344,39.7884,0.1763,1899.0344
1899.1843,40.4853,0.1849,1899.1843
1899.3342,40.2118,0.1975,1899.3342
1899.4841,40.1197,0.2105,1899.4841
1899.634,41.4815,0.2299,1899.634
1899.7839,43.6263,0.2612,1899.7839
1899.9338,44.8276,0.293,1899.9338
1900.0837,44.805,0.3094,1900.0837
1900.2336,44.9694,0.3053,1900.2336
1900.3835,46.3228,0.2965,1900.3835
1900.5334,48.3823,0.3001,1900.5334
1900.6833,50.2406,0.3071,1900.6833
1900.8332,51.153,0.3048,1900.8333
1900.9831,50.6472,0.297,1900.9832
1901.133,49.2888,0.2977,1901.1331
1901.2829,48.3604,0.3071,1901.283
1901.4328,48.5846,0.3114,1901.4327
1901.5827,49.2858,0.3102,1901.5826
1901.7326,49.6608,0.3183,1901.7325
1901.8825,49.9385,0.3401,1901.8824
1902.0324,49.732,0.3565,1902.0323
1902.1823,47.6009,0.3462,1902.1823
1902.3322,45.3205,0.3295,1902.3322
1902.4821,47.6378,0.3408,1902.4821
1902.632,50.6451,0.3588,1902.632
1902.7819,52.5707,0.3623,1902.7819
1902.9318,53.9062,0.3527,1902.9318
1903.0817,54.999,0.3482,1903.0817
1903.2316,56.2031,0.3646,1903.2316
1903.3815,57.0839,0.3895,1903.3815
1903.5314,56.7851,0.3979,1903.5314
1903.6813,55.0346,0.3851,1903.6813
1903.8312,52.6786,0.3691,1903.8312
1903.9811,50.9614,0.3609,1903.9811
1904.131,50.333,0.3482,1904.131
1904.2809,50.5874,0.3226,1904.2809
1904.4308,51.1607,0.2956,1904.4308
1904.5807,51.3583,0.2828,1904.5807
1904.7306,50.8877,0.2872,1904.7306
1904.8805,50.0685,0.3018,1904.8805
1905.0304,49.4345,0.3229,1905.0304
1905.1803,49.2446,0.3473,1905.1803
1905.3302,49.5006,0.3669,1905.3302
1905.4801,50.1346,0.375,1905.4801
1905.63,50.8425,0.3701,1905.63
1905.7799,51.31800000000001,0.3567,1905.7799
1905.9298,51.7322,0.342,1905.9298
1906.0797,52.4915,0.3292,1906.0797
1906.2296,53.5268,0.3168,1906.2296
1906.3795,54.2668,0.3046,1906.3795
1906.5294,54.3362,0.2955,1906.5294
1906.6793,53.9678,0.2897,1906.6793
1906.8292,53.7752,0.2891,1906.8292
1906.9791,54.2766,0.2971,1906.9791
1907.129,55.5965,0.3115,1907.129
1907.2789,57.2983,0.327,1907.2789
1907.4288,58.7429,0.3459,1907.4288
1907.5787,59.7118,0.3720000000000001,1907.5787
1907.7286,60.1746,0.3938,1907.7286
1907.8785,60.0276,0.3928,1907.8785
1908.0284,59.1378,0.3661,1908.0284
1908.1783,57.6888,0.3287,1908.1783
1908.3282,56.7128,0.3054,1908.3282
1908.4781,57.3348,0.312,1908.4781
1908.628,59.5022,0.3369,1908.6281
1908.7779,61.5783,0.349,1908.778
1908.9278,62.1079,0.338,1908.9279
1909.0777,61.2141,0.3206,1909.0778
1909.2276,60.0933,0.3155,1909.2275
1909.3775,59.4438,0.3256,1909.3774
1909.5274,58.8271,0.3383,1909.5273
1909.6773,57.7769,0.3418,1909.6772
1909.8272,56.2074,0.3318,1909.8271
1909.9771,54.8806,0.3209,1909.9771
1910.127,54.4119,0.3184,1910.127
1910.2769,54.984,0.3153,1910.2769
1910.4268,56.4441,0.3043,1910.4268
1910.5767,58.5878,0.2998,1910.5767
1910.7266,61.1643,0.319,1910.7266
1910.8765,63.4153,0.3535,1910.8765
1911.0264,63.043,0.366,1911.0264
1911.1763,60.8776,0.3525,1911.1763
1911.3262,64.062,0.376,1911.3262
1911.4761,67.0387,0.3916,1911.4761
1911.626,67.5867,0.3871,1911.626
1911.7759,67.4243,0.3891,1911.7759
1911.9258,67.3862,0.4001,1911.9258
1912.0757,67.8638,0.4127,1912.0757
1912.2256,68.6038,0.4234,1912.2256
1912.3755,68.6501,0.4249,1912.3755
1912.5254,67.6592,0.4159,1912.5254
1912.6753,66.6149,0.4092,1912.6753
1912.8252,66.5287,0.4116,1912.8252
1912.9751,67.3773,0.4166,1912.9751
1913.125,68.8895,0.4229,1913.125
1913.2749,71.0025,0.4394,1913.2749
1913.4248,73.28,0.4681,1913.4248
1913.5747,74.6077,0.4943,1913.5747
1913.7246,74.1972,0.5031,1913.7246
1913.8745,72.6437,0.4975,1913.8745
1914.0244,71.3176,0.4909,1914.0244
1914.1743,70.8806,0.488,1914.1743
1914.3242,70.9611,0.4835,1914.3242
1914.4741,70.7549,0.47,1914.4741
1914.624,69.834,0.4464,1914.624
1914.7739,68.5174,0.4229,1914.7739
1914.9238,67.2985,0.4079,1914.9238
1915.0737,66.516,0.4021,1915.0737
1915.2236,66.0682,0.4003,1915.2236
1915.3735,65.5603,0.396,1915.3735
1915.5234,65.0201,0.3904,1915.5234
1915.6733,64.9818,0.3911,1915.6733
1915.8232,65.8664,0.4033,1915.8232
1915.9731,67.5008,0.4243,1915.9731
1916.123,69.2284,0.4464,1916.123
1916.2729,70.4716,0.4638,1916.2729
1916.4228,71.1276,0.4744,1916.4229
1916.5727,71.4514,0.4799,1916.5728
1916.7226,71.4758,0.4806,1916.7227
1916.8725,70.97,0.4735,1916.8726
1917.0224,70.2719,0.4633,1917.0225
1917.1723,70.1263,0.4579,1917.1722
1917.3222,70.7395,0.4595,1917.3221
1917.4721,71.3448,0.4615,1917.472
1917.622,70.8641,0.4499,1917.6219
1917.7719,69.6586,0.428,1917.7719
1917.9218,68.7982,0.4137,1917.9218
1918.0717,68.8236,0.4211,1918.0717
1918.2216,69.5259,0.4478,1918.2216
1918.3715,70.1967,0.4797,1918.3715
1918.5214,70.8395,0.5054,1918.5214
1918.6713,71.6764,0.5149,1918.6713
1918.8212,72.1765,0.5016,1918.8212
1918.9711,71.6501,0.4748,1918.9711
1919.121,69.80199999999999,0.4467,1919.121
1919.2709,67.6873,0.4262,1919.2709
1919.4208,67.176,0.4218,1919.4208
1919.5707,68.6269,0.4349,1919.5707
1919.7206,71.1396,0.4587,1919.7206
1919.8705,73.0948,0.4773,1919.8705
1920.0204,73.6549,0.4829,1920.0204
1920.1703,73.1859,0.4791,1920.1703
1920.3202,72.2486,0.4719,1920.3202
1920.4701,71.0572,0.462,1920.4701
1920.62,67.7459,0.4266,1920.62
1920.7699,64.6192,0.3922,1920.7699
1920.9198,67.7062,0.4162,1920.9198
1921.0697,71.9744,0.4561,1921.0697
1921.2196,74.2553,0.4791,1921.2196
1921.3695,74.4702,0.4793,1921.3695
1921.5194,72.7551,0.4578,1921.5194
1921.6693,70.2844,0.4329,1921.6693
1921.8192,68.3845,0.4201,1921.8192
1921.9691,68.0572,0.4238,1921.9691
1922.119,69.9014,0.4443,1922.119
1922.2689,73.0986,0.4775,1922.2689
1922.4188,75.4877,0.5044,1922.4188
1922.5687,75.7289,0.5071,1922.5687
1922.7186,74.7874,0.4959,1922.7186
1922.8685,74.4502,0.491,1922.8685
1923.0184,74.876,0.493,1923.0184
1923.1683,74.771,0.4872,1923.1683
1923.3182,73.2049,0.4634,1923.3182
1923.4681,70.6462,0.429,1923.4681
1923.618,68.4834,0.3999,1923.618
1923.7679,67.895,0.3882,1923.7679
1923.9178,69.367,0.3996,1923.9178
1924.0677,72.2809,0.4298,1924.0677
1924.2176,74.9279,0.4616,1924.2177
1924.3675,75.707,0.4731,1924.3676
1924.5174,74.5962,0.4613,1924.5175
1924.6673,73.2806,0.448,1924.6674
1924.8172,73.3761,0.4515,1924.8173
1924.9671,74.7311,0.4697,1924.967
1925.117,75.8188,0.4834,1925.1169
1925.2669,75.4776,0.4751,1925.2668
1925.4168,74.2267,0.4544,1925.4167
1925.5667,73.6174,0.4462,1925.5667
1925.7166,74.0478,0.4556,1925.7166
1925.8665,74.3052,0.4649,1925.8665
1926.0164,73.7275,0.4628,1926.0164
1926.1663,73.2216,0.4606,1926.1663
1926.3162,73.3295,0.4689,1926.3162
1926.4661,73.3871,0.4811,1926.4661
1926.616,72.8825,0.4844,1926.616
1926.7659,72.2367,0.4777,1926.7659
1926.9158,72.1279,0.4711,1926.9158
1927.0657,72.4973,0.4714,1927.0657
1927.2156,72.9536,0.4792,1927.2156
1927.3655,72.9349,0.4878,1927.3655
1927.5154,72.0898,0.4901,1927.5154
1927.6653,71.352,0.4903,1927.6653
1927.8152,71.965,0.4958,1927.8152
1927.9651,73.9531,0.5074,1927.9651
1928.115,75.7154,0.515,1928.115
1928.2649,76.0897,0.5139,1928.2649
1928.4148,75.6806,0.5126,1928.4148
1928.5647,75.2157,0.5175,1928.5647
1928.7146,74.3595,0.528,1928.7146
1928.8645,72.4627,0.5405,1928.8645
1929.0144,70.2017,0.552,1929.0144
1929.1643,68.6145,0.5563,1929.1643
1929.3142,67.7517,0.5487,1929.3142
1929.4641,65.3305,0.5121,1929.4641
1929.614,62.4556,0.4701,1929.614
1929.7639,64.9137,0.4782,1929.7639
1929.9138,67.4245,0.4928,1929.9138
1930.0637,68.6144,0.4976,1930.0637
1930.2136,71.10600000000002,0.5171,1930.2136
1930.3635,75.182,0.5669,1930.3635
1930.5134,79.8156,0.6488,1930.5134
1930.6633,84.0924,0.7434,1930.6633
1930.8132,87.3117,0.8189,1930.8132
1930.9631,88.8237,0.8263,1930.9631
1931.113,88.6398,0.8109,1931.113
1931.2629,87.5628,0.7884,1931.2629
1931.4128,86.2006,0.7468,1931.4128
1931.5627,84.6828,0.7058,1931.5627
1931.7126,83.479,0.6723,1931.7126
1931.8625,83.3905,0.6529,1931.8625
1932.0124,84.4965,0.6542,1932.0125
1932.1623,85.9133,0.6754,1932.1624
1932.3122,86.6527,0.7048,1932.3123
1932.4621,85.8993,0.7176,1932.4622
1932.612,82.9112,0.6761,1932.6121
1932.7619,77.5834,0.5704,1932.7618
1932.9118,71.016,0.4405,1932.9117
1933.0617,64.8972,0.3383,1933.0616
1933.2116,60.4363,0.2948,1933.2115
1933.3615,57.8349,0.3077,1933.3615
1933.5114,56.4357,0.3418,1933.5114
1933.6613,55.4033,0.3626,1933.6613
1933.8112,54.2919,0.3634,1933.8112
1933.9611,53.2225,0.35200000000000004,1933.9611
1934.111,52.3664,0.3328,1934.111
1934.2609,51.3665,0.3101,1934.2609
1934.4108,49.94300000000001,0.2937,1934.4108
1934.5607,48.6145,0.2951,1934.5607
1934.7106,48.1975,0.3124,1934.7106
1934.8605,48.896,0.3333,1934.8605
1935.0104,50.2107,0.3509,1935.0104
1935.1603,51.6775,0.3672,1935.1603
1935.3102,52.9279,0.3798,1935.3102
1935.4601,53.2148,0.3814,1935.4601
1935.61,52.3894,0.3745,1935.61
1935.7599,51.6836,0.3739,1935.7599
1935.9098,52.0466,0.3865,1935.9098
1936.0597,52.7849,0.4018,1936.0597
1936.2096,52.36600000000001,0.4014,1936.2096
1936.3595,50.5334,0.3837,1936.3595
1936.5094,48.7758,0.3674,1936.5094
1936.6593,48.6657,0.3615,1936.6593
1936.8092,50.8579,0.3623,1936.8092
1936.9591,54.1106,0.3657,1936.9591
1937.109,55.8439,0.3626,1937.109
1937.2589,54.7122,0.3489,1937.2589
1937.4088,52.2623,0.3359,1937.4088
1937.5587,51.1484,0.3336,1937.5587
1937.7086,51.8671,0.34,1937.7086
1937.8585,52.6591,0.3457,1937.8585
1938.0084,52.3287,0.338,1938.0084
1938.1583,51.6366,0.3245,1938.1583
1938.3082,51.6117,0.3218,1938.3082
1938.4581,52.2975,0.3293,1938.4581
1938.608,53.1671,0.3388,1938.608
1938.7579,53.5082,0.3463,1938.7579
1938.9078,52.7719,0.3454,1938.9078
1939.0577,50.3334,0.3299,1939.0577
1939.2076,48.4762,0.3152,1939.2076
1939.3575,51.0654,0.3258,1939.3575
1939.5074,54.0926,0.3383,1939.5074
1939.6573,54.7526,0.3359,1939.6573
1939.8072,53.6163,0.322,1939.8073
1939.9571,52.0994,0.3075,1939.9572
1940.107,51.7749,0.3094,1940.1071
1940.2569,53.256,0.3342,1940.257
1940.4068,55.4511,0.3638,1940.4069
1940.5567,56.6471,0.3729,1940.5566
1940.7066,56.4281,0.3568,1940.7065
1940.8565,55.5987,0.3313,1940.8564
1941.0064,54.7997,0.3128,1941.0063
1941.1563,54.2269,0.3085,1941.1563
1941.3062,54.0202,0.3147,1941.3062
1941.4561,54.2642,0.3202,1941.4561
1941.606,55.1044,0.3204,1941.606
1941.7559,56.7943,0.3225,1941.7559
1941.9058,59.2036,0.3362,1941.9058
1942.0557,61.51300000000001,0.3611,1942.0557
1942.2056,63.04,0.3871,1942.2056
1942.3555,64.3437,0.4084,1942.3555
1942.5054,66.4052,0.4266,1942.5054
1942.6553,69.1,0.4454,1942.6553
1942.8052,71.1897,0.4623,1942.8052
1942.9551,71.4158,0.4673,1942.9551
1943.105,69.5843,0.4549,1943.105
1943.2549,66.8767,0.4344,1943.2549
1943.4048,64.9813,0.4206,1943.4048
1943.5547,64.7933,0.4197,1943.5547
1943.7046,65.7827,0.4261,1943.7046
1943.8545,66.6584,0.4297,1943.8545
1944.0044,66.7131,0.4270000000000001,1944.0044
1944.1543,66.1423,0.4225,1944.1543
1944.3042,65.332,0.4187,1944.3042
1944.4541,64.5554,0.4149,1944.4541
1944.604,63.9492,0.4078,1944.604
1944.7539,63.5368,0.3945,1944.7539
1944.9038,63.1463,0.375,1944.9038
1945.0537,62.3391,0.3497,1945.0537
1945.2036,61.3602,0.326,1945.2036
1945.3535,61.3,0.3186,1945.3535
1945.5034,62.5201,0.3355,1945.5034
1945.6533,64.0527,0.3648,1945.6533
1945.8032,64.9729,0.389,1945.8032
1945.9531,65.0936,0.4005,1945.9531
1946.103,65.0208,0.4035,1946.103
1946.2529,65.084,0.4057,1946.2529
1946.4028,65.0861,0.4094,1946.4028
1946.5527,64.8006,0.4122,1946.5527
1946.7026,63.9098,0.4063,1946.7026
1946.8525,63.0493,0.3937,1946.8525
1947.0024,62.8203,0.3848,1947.0024
1947.1523,62.9359,0.382,1947.1523
1947.3022,62.8459,0.3792,1947.3022
1947.4521,62.6195,0.3749,1947.4521
1947.602,63.1354,0.3748,1947.6021
1947.7519,64.2321,0.3797,1947.752
1947.9018,63.3037,0.3699,1947.9019
1948.0517,61.7011,0.3579,1948.0518
1948.2016,65.0504,0.3917,1948.2017
1948.3515,68.7162,0.4270000000000001,1948.3514
1948.5014,69.9318,0.4294,1948.5013
1948.6513,69.3711,0.4097,1948.6512
1948.8012,67.5497,0.3835,1948.8011
1948.9511,65.4381,0.364,1948.951
1949.101,63.8907,0.3538,1949.101
1949.2509,62.965,0.3476,1949.2509
1949.4008,62.5321,0.3454,1949.4008
1949.5507,62.5842,0.3488,1949.5507
1949.7006,63.2452,0.3583,1949.7006
1949.8505,64.5285,0.3723,1949.8505
1950.0004,65.8855,0.3845,1950.0004
1950.1503,66.5088,0.3871,1950.1503
1950.3002,66.2746,0.3813,1950.3002
1950.4501,65.8326,0.3751,1950.4501
1950.6,65.4029,0.3699,1950.6
1950.7499,64.6628,0.3629,1950.7499
1950.8998,64.0452,0.3618,1950.8998
1951.0497,64.51,0.3794,1951.0497
1951.1996,65.6735,0.4112,1951.1996
1951.3495,65.9608,0.433,1951.3495
1951.4994,64.8551,0.4316,1951.4994
1951.6493,63.5824,0.4213,1951.6493
1951.7992,63.3583,0.4201,1951.7992
1951.9491,63.7736,0.4249,1951.9491
1952.099,63.6631,0.4205,1952.099
1952.2489,62.8351,0.4023,1952.2489
1952.3988,62.3404,0.3813,1952.3988
1952.5487,63.2998,0.374,1952.5487
1952.6986,65.6426,0.3886,1952.6986
1952.8485,68.14,0.4168,1952.8485
1952.9984,69.4907,0.4395,1952.9984
1953.1483,69.3398,0.444,1953.1483
1953.2982,68.34,0.4318,1953.2982
1953.4481,67.2819,0.4138,1953.4481
1953.598,66.3636,0.4004,1953.598
1953.7479,65.2331,0.393,1953.7479
1953.8978,63.9431,0.3929,1953.8978
1954.0477,63.0422,0.4042,1954.0477
1954.1976,62.7018,0.4157,1954.1976
1954.3475,62.6743,0.4144,1954.3475
1954.4974,62.3283,0.4051,1954.4974
1954.6473,61.4062,0.4018,1954.6473
1954.7972,60.69,0.4122,1954.7972
1954.9471,60.8955,0.4372,1954.9471
1955.097,61.754,0.4689,1955.097
1955.2469,62.0992,0.4784,1955.2469
1955.3968,61.3897,0.4484,1955.3969
1955.5467,60.6953,0.4051,1955.5468
1955.6966,61.0713,0.3795,1955.6967
1955.8465,62.5192,0.3826,1955.8466
1955.9964,64.2034,0.4128,1955.9965
1956.1463,65.4827,0.4555,1956.1462
1956.2962,65.9136,0.4814,1956.2961
1956.4461,64.8992,0.4711,1956.446
1956.596,62.1258,0.4318,1956.5959
1956.7459,57.3818,0.3784,1956.7458
1956.8958,53.7859,0.3431,1956.8958
1957.0457,56.4975,0.3589,1957.0457
1957.1956,61.1292,0.3956,1957.1956
1957.3455,64.5005,0.4251,1957.3455
1957.4954,65.9096,0.4337,1957.4954
1957.6453,65.0844,0.4154,1957.6453
1957.7952,63.4926,0.3876,1957.7952
1957.9451,63.023,0.3724,1957.9451
1958.095,64.1437,0.3763,1958.095
1958.2449,65.6718,0.3898,1958.2449
1958.3948,66.4518,0.4024,1958.3948
1958.5447,66.3842,0.4116,1958.5447
1958.6946,66.0233,0.4205,1958.6946
1958.8445,65.7918,0.4308,1958.8445
1958.9944,65.7441,0.4406,1958.9944
1959.1443,66.0872,0.4538,1959.1443
1959.2942,67.11,0.4778,1959.2942
1959.4441,68.4801,0.5087,1959.4441
1959.594,69.2276,0.529,1959.594
1959.7439,68.9959,0.5294,1959.7439
1959.8938,68.5625,0.5218,1959.8938
1960.0437,68.584,0.521,1960.0437
1960.1936,68.7024,0.5256,1960.1936
1960.3435,68.2938,0.5232,1960.3435
1960.4934,67.5604,0.51,1960.4934
1960.6433,67.2781,0.4974,1960.6433
1960.7932,67.5043,0.4963,1960.7932
1960.9431,67.5085,0.5076,1960.9431
1961.093,66.8905,0.5261,1961.093
1961.2429,65.9282,0.544,1961.2429
1961.3928,65.1119,0.5578,1961.3928
1961.5427,64.7619,0.5732,1961.5427
1961.6926,65.0588,0.6003,1961.6926
1961.8425,65.9068,0.6377,1961.8425
1961.9924,66.8932,0.6931,1961.9924
1962.1423,68.0085,0.7040000000000001,1962.1423
1962.2922,69.7901,0.7222,1962.2922
1962.4421,72.3955,0.7507,1962.4421
1962.592,75.1149,0.7832,1962.592
1962.7419,77.4216,0.8133,1962.7419
1962.8918,79.643,0.845,1962.8918
1963.0417,81.9395,0.8809999999999999,1963.0417
1963.1916,84.1003,0.9187,1963.1917
1963.3415,86.0532,0.9568,1963.3416
1963.4914,88.1108,1.0,1963.4915
1963.6413,90.106,1.0,1963.6414
1963.7912,90.7611,1.0,1963.7913
1963.9411,89.5184,1.0,1963.941
1964.091,86.8147,0.973,1964.0909
1964.2409,83.1972,0.9024,1964.2408
1964.3908,79.1965,0.8384,1964.3907
1964.5407,74.8806,0.7803,1964.5406
1964.6906,70.7563,0.7325,1964.6906
1964.8405,68.149,0.7054,1964.8405
1964.9904,67.3291,0.6974,1964.9904
1965.1403,66.8125,0.6924,1965.1403
1965.2902,65.4138,0.6793,1965.2902
1965.4401,64.4157,0.6702,1965.4401
1965.59,65.6254,0.6812,1965.59
1965.7399,67.9214,0.7032,1965.7399
1965.8898,68.6206,0.7102,1965.8898
1966.0397,67.1993,0.6961,1966.0397
1966.1896,64.5889,0.6718,1966.1896
1966.3395,60.6449,0.6383,1966.3395
1966.4894,57.7948,0.6164,1966.4894
1966.6393,60.328,0.6358,1966.6393
1966.7892,64.1428,0.66,1966.7892
1966.9391,66.421,0.6844,1966.9391
1967.089,67.2816,0.6969,1967.089
1967.2389,66.9114,0.6923,1967.2389
1967.3888,66.0336,0.6689,1967.3888
1967.5387,65.7204,0.6482,1967.5387
1967.6886,66.6536,0.6456,1967.6886
1967.8385,68.4128,0.655,1967.8385
1967.9884,69.7851,0.6547,1967.9884
1968.1383,70.054,0.6366,1968.1383
1968.2882,69.6644,0.6159,1968.2882
1968.4381,69.6624,0.6117,1968.4381
1968.588,70.30199999999999,0.62,1968.588
1968.7379,70.749,0.6182,1968.7379
1968.8878,70.3453,0.5943,1968.8878
1969.0377,69.6056,0.5632,1969.0377
1969.1876,69.7026,0.5497,1969.1876
