Depth,GR,MUD_VOLUME,TVD
2178.448,70.605,0.232,2178.448
2178.5979,73.2287,0.253,2178.5979
2178.7478,74.4677,0.2682,2178.7478
2178.8977,74.4655,0.2719,2178.8977
2179.0476,73.52600000000002,0.2655,2179.0476
2179.1975,71.4722,0.2524,2179.1975
2179.3474,68.6168,0.2375,2179.3474
2179.4973,66.6634,0.229,2179.4973
2179.6472,67.2748,0.2334,2179.6472
2179.7971,69.8499,0.2485,2179.7971
2179.947,71.7787,0.2596,2179.947
2180.0969,71.1992,0.2531,2180.0969
2180.2468,68.7525,0.2356,2180.2468
2180.3967,66.3485,0.2223,2180.3967
2180.5466,65.2461,0.2198,2180.5466
2180.6965,65.8188,0.2271,2180.6965
2180.8464,68.0644,0.2425,2180.8464
2180.9963,71.1253,0.2618,2180.9963
2181.1462,73.1439,0.2741,2181.1462
2181.2961,72.9112,0.2724,2181.2961
2181.446,70.9877,0.2602,2181.446
2181.5959,68.6411,0.2415,2181.5959
2181.7458,66.6122,0.2187,2181.7458
2181.8957,65.3352,0.1993,2181.8958
2182.0456,65.0917,0.192,2182.0457
2182.1955,65.6342,0.1979,2182.1956
2182.3454,66.683,0.2111,2182.3455
2182.4953,68.4355,0.2276,2182.4954
2182.6452,70.5777,0.2458,2182.6453
2182.7951,71.7647,0.2575,2182.7952
2182.945,71.4176,0.2558,2182.9451
2183.0949,70.8577,0.246,2183.095
2183.2448,71.3885,0.2394,2183.2449
2183.3947,72.7203,0.244,2183.3948
2183.5446,74.1651,0.2588,2183.5447
2183.6945,75.8828,0.2773,2183.6946
2183.8444,77.708,0.2934,2183.8445
2183.9943,78.1165,0.2963,2183.9944
2184.1442,76.2556,0.2797,2184.1443
2184.2941,73.6135,0.2588,2184.2942
2184.444,72.4563,0.2517,2184.4441
2184.5939,73.193,0.2621,2184.594
2184.7438,74.5954,0.2889,2184.7439
2184.8937,75.9925,0.332,2184.8938
2185.0436,77.4931,0.3825,2185.0437
2185.1935,79.173,0.4209,2185.1936
2185.3434,81.4238,0.4462,2185.3435
2185.4933,85.0334,0.4926,2185.4934
2185.6432,89.7444,0.5821,2185.6433
2185.7931,93.0629,0.6741,2185.7932
2185.943,92.1036,0.6982,2185.9431
2186.0929,90.2885,0.6997,2186.093
2186.2428,93.6346,0.7597,2186.2429
2186.3927,99.714,0.8411,2186.3926
2186.5426,103.1317,0.7972,2186.5425
2186.6925,101.6599,0.7463,2186.6924
2186.8424,95.3697,0.6215,2186.8423
2186.9923,86.1674,0.4348,2186.9922
2187.1422,77.1192,0.2921,2187.1421
2187.2921,70.9082,0.2036,2187.292
2187.442,68.6437,0.16899999999999998,2187.4419
2187.5919,69.6399,0.1725,2187.5918
2187.7418,72.1522,0.1872,2187.7417
2187.8917,74.3208,0.1942,2187.8916
2188.0416,74.8484,0.1895,2188.0415
2188.1915,73.2765,0.1708,2188.1914
2188.3414,70.0127,0.1381,2188.3413
2188.4913,66.3299,0.1116,2188.4912
2188.6412,63.9409,0.0957,2188.6411
2188.7911,63.9086,0.0955,2188.791
2188.9410000000007,65.6739,0.125,2188.9409
2189.0909,67.709,0.1655,2189.0908
2189.2408,69.1117,0.2055,2189.2407
2189.3907,69.9521,0.2359,2189.3906
2189.5406,70.7995,0.2536,2189.5405
2189.6905,72.8639,0.2699,2189.6904
2189.8404,77.6431,0.3091,2189.8403
2189.9903,84.7095,0.3914,2189.9902
2190.1402,90.9658,0.5051,2190.1401
2190.2901,93.8356,0.5997,2190.29
2190.44,93.5622,0.6399,2190.4399
2190.5899,92.1072,0.6484,2190.5898
2190.7398,90.6941,0.6486,2190.7397
2190.8897,88.9123,0.6266,2190.8896
2191.0396,85.9962,0.5717,2191.0396
2191.1895,81.6061,0.4971,2191.1895
2191.3394,76.1715,0.4239,2191.3394
2191.4893,70.928,0.3636,2191.4893
2191.6392,67.4255,0.3209,2191.6392
2191.7891,66.5194,0.2991,2191.7891
2191.939,67.2822,0.2883,2191.939
2192.0889,68.0642,0.2741,2192.0889
2192.2388,68.7305,0.2577,2192.2388
2192.3887,70.0837,0.2477,2192.3887
2192.5386,71.5785,0.2447,2192.5386
2192.6885,71.7921,0.2482,2192.6885
2192.8384,70.6675,0.2625,2192.8384
2192.9883,69.4075,0.2881,2192.9883
2193.1382,68.5221,0.3176,2193.1382
2193.2881,67.6581,0.3442,2193.2881
2193.438,66.9174,0.3658,2193.438
2193.5879,66.6737,0.377,2193.5879
2193.7378,66.6268,0.3651,2193.7378
2193.8877,66.1232,0.3315,2193.8877
2194.0376,64.9468,0.3006,2194.0376
2194.1875,64.1992,0.2954,2194.1875
2194.3374,66.249,0.3172,2194.3374
2194.4873,72.7618,0.3657,2194.4873
2194.6372,83.1373,0.4611,2194.6372
2194.7871,93.7578,0.607,2194.7871
2194.937,99.1455,0.7141,2194.937
2195.0869,101.0946,0.7238,2195.0869
2195.2368,105.9312,0.7421,2195.2368
2195.3867,110.6501,0.7635,2195.3867
2195.5366,110.7155,0.7661,2195.5366
2195.6865,107.8233,0.7393,2195.6865
2195.8364,104.9538,0.7022,2195.8364
2195.9863,103.4628,0.6786,2195.9863
2196.1362,103.0765,0.6662,2196.1362
2196.2861,103.1121,0.6512,2196.2861
2196.436,103.6496,0.6313,2196.436
2196.5859,104.777,0.613,2196.5859
2196.7358,105.3887,0.5994,2196.7358
2196.8857,104.0424,0.5954,2196.8857
2197.0356,100.9737,0.6114,2197.0356
2197.1855,98.0473,0.6305,2197.1855
2197.3354,96.6226,0.6532,2197.3354
2197.4853,96.7575,0.7027,2197.4854
2197.6352,98.4163,0.7769,2197.6353
2197.7851,101.8796,0.8296,2197.7852
2197.935,106.3809,0.8675,2197.9351
2198.0849,109.5048,0.9016,2198.085
2198.2348,109.6042,0.9373,2198.2349
2198.3847,108.4352,0.9703,2198.3848
2198.5346,109.4424,0.9775,2198.5347
2198.6845,113.4005,0.9408,2198.6846
2198.8344,117.2452,0.8723,2198.8345
2198.9843,117.0762,0.8065,2198.9844
2199.1342,111.3713,0.7619,2199.1343
2199.2841,101.451,0.7266,2199.2842
2199.434,90.0002,0.5314,2199.4341
2199.5839,79.8067,0.3744,2199.584
2199.7338,73.164,0.2827,2199.7339
2199.8837,71.5861,0.2454,2199.8838
2200.0336,75.5888,0.2706,2200.0337
2200.1835,83.3052,0.3593,2200.1836
2200.3334,90.6111,0.4684,2200.3335
2200.4833,94.5035,0.5349,2200.4834
2200.6332,95.7517,0.557,2200.6333
2200.7831,97.4254,0.6019,2200.7832
2200.933,100.8134,0.6716,2200.9331
2201.0829,104.1934,0.7223,2201.083
2201.2328,105.8799,0.7662,2201.2329
2201.3827,106.4322,0.7847,2201.3828
2201.5326,107.2624,0.7759,2201.5327
2201.6825,107.9374,0.7529,2201.6826
2201.8324,105.9876,0.7296,2201.8325
2201.9823,99.5599,0.7069,2201.9824
2202.1322,89.5301,0.5137,2202.1321
2202.2821,79.1343,0.3633,2202.282
2202.432,71.9994,0.2806,2202.4319
2202.5819,70.3253,0.2606,2202.5818
2202.7318,74.4295,0.3017,2202.7317
2202.8817,82.9178,0.4039,2202.8816
2203.0316,92.9911,0.5514,2203.0315
2203.1815,101.7911,0.6687,2203.1814
2203.3314,106.7995,0.6721,2203.3313
2203.4813,106.1411,0.6722,2203.4812
2203.6312,99.6038,0.6611,2203.6311
2203.7811,89.3595,0.4722,2203.781
2203.931,80.874,0.3463,2203.9309
2204.0809,77.8605,0.3047,2204.0808
2204.2308,76.273,0.2607,2204.2307
2204.3807,72.4412,0.2045,2204.3806
2204.5306,67.675,0.1495,2204.5305
2204.6805,63.4605,0.1056,2204.6804
2204.8304,59.8132,0.0733,2204.8303
2204.9803,56.6498,0.0549,2204.9802
2205.1302,54.1822,0.0506,2205.1301
2205.2801,52.5189,0.0523,2205.28
2205.43,51.8193,0.0526,2205.4299
2205.5799,52.341,0.054000000000000006,2205.5798
2205.7298,53.8761,0.0625,2205.7297
2205.8797,55.6658,0.0779,2205.8796
2206.0296,57.2633,0.0947,2206.0295
2206.1795,58.9672,0.1099,2206.1794
2206.3294,61.1499,0.1241,2206.3293
2206.4793,63.5295,0.1404,2206.4792
2206.6292,65.1406,0.1571,2206.6292
2206.7791,65.11,0.1645,2206.7791
2206.929,63.5383,0.158,2206.929
2207.0789,61.6064,0.1459,2207.0789
2207.2288,61.2458,0.1464,2207.2288
2207.3787,64.5616,0.1773,2207.3787
2207.5286,72.3355,0.2535,2207.5286
2207.6785,82.6814,0.3806,2207.6785
2207.8284,92.0931,0.5378,2207.8284
2207.9783,98.0626,0.6779,2207.9783
2208.1282,100.3338,0.7275,2208.1282
2208.2781,100.0437,0.7541,2208.2781
2208.428,98.5963,0.7585,2208.428
2208.5779,96.868,0.7085,2208.5779
2208.7278,94.349,0.6248,2208.7278
2208.8777,90.2137,0.5213,2208.8777
2209.0276,86.3651,0.4456,2209.0276
2209.1775,86.5038,0.4398,2209.1775
2209.3274,91.3474,0.517,2209.3274
2209.4773,97.5872,0.6502,2209.4773
2209.6272,101.5915,0.8725,2209.6272
2209.7771,103.0132,0.9332,2209.7771
2209.927,104.1199,0.9565,2209.927
2210.0769,106.3687,0.9573,2210.0769
2210.2268,109.2973,0.9537,2210.2268
2210.3767,111.4576,0.9426,2210.3767
2210.5266,111.6353,0.9248,2210.5266
2210.6765,109.9275,0.9171,2210.6765
2210.8264,107.5454,0.9211,2210.8264
2210.9763,106.2252,0.9289,2210.9763
2211.1262,106.9741,0.9383,2211.1262
2211.2761,108.7361,0.9625,2211.2761
2211.426,109.4593,1.0,2211.426
2211.5759,108.0932,1.0,2211.5759
2211.7258,105.4864,1.0,2211.7258
2211.8757,103.4186,1.0,2211.8757
2212.0256,103.2441,1.0,2212.0256
2212.1755,105.2657,1.0,2212.1755
2212.3254,108.6353,1.0,2212.3254
2212.4753,111.9386,1.0,2212.4753
2212.6252,114.8965,1.0,2212.6252
2212.7751,118.5815,1.0,2212.7751
2212.925,123.2426,0.9507,2212.925
2213.0749,127.093,0.8819,2213.075
2213.2248,126.8856,0.8491,2213.2249
2213.3747,120.7987,0.8448,2213.3748
2213.5246,114.8244,0.847,2213.5247
2213.6745,116.4927,0.8462,2213.6746
2213.8244,122.922,0.8490000000000001,2213.8245
2213.9743,128.1139,0.8703,2213.9744
2214.1242,129.6982,0.9147,2214.1243
2214.2741,127.3202,0.9636,2214.2742
2214.424,122.2967,0.9932,2214.4241
2214.5739,117.0106,0.9964,2214.574
2214.7238,112.7783,0.9952,2214.7239
2214.8737,109.2093,1.0,2214.8738
2215.0236,106.0435,1.0,2215.0237
2215.1735,104.1585,1.0,2215.1736
2215.3234,104.6606,0.9939,2215.3235
2215.4733,107.5192,0.8898,2215.4734
2215.6232,111.2424,0.8596,2215.6233
2215.7731,113.6444,0.8277,2215.7732
2215.923,113.2587,0.8261,2215.9231
2216.0729,110.5279,0.8171,2216.073
2216.2228,107.3261,0.7578,2216.2229
2216.3727,105.1242,0.6858,2216.3728
2216.5226,103.6222,0.6326,2216.5227
2216.6725,101.1803,0.5715,2216.6726
2216.8224,96.178,0.4826,2216.8225
2216.9723,88.3716,0.3398,2216.9724
2217.1222,79.8596,0.2343,2217.1223
2217.2721,73.6956,0.1653,2217.2722
2217.422,70.8817,0.1313,2217.4221
2217.5719,70.0532,0.1218,2217.572
2217.7218,69.5844,0.1246,2217.7217
2217.8717,68.8104,0.1313,2217.8716
2218.0216,67.9454,0.1412,2218.0215
2218.1715,68.3906,0.1571,2218.1714
2218.3214,72.6896,0.1838,2218.3213
2218.4713,82.1021,0.2335,2218.4712
2218.6212,94.4947,0.3345,2218.6211
2218.7711,105.5248,0.5983,2218.771
2218.9210000000007,111.6172,0.7131,2218.9209
2219.0709,111.5656,0.7742,2219.0708
2219.2208,106.75,0.77,2219.2207
2219.3707,101.0948,0.695,2219.3706
2219.5206,98.0347,0.6717,2219.5205
2219.6705,97.5537,0.6974,2219.6704
2219.8204,97.1173,0.7181,2219.8203
2219.9703,94.7209,0.6983,2219.9702
2220.1202,91.8918,0.6703,2220.1201
2220.2701,91.7206,0.6753,2220.27
2220.42,94.1261,0.7062,2220.4199
2220.5699,96.3571,0.7257,2220.5698
2220.7198,96.7103,0.7020000000000001,2220.7197
2220.8697,96.1141,0.6378,2220.8696
2221.0196,95.4348,0.5538,2221.0195
2221.1695,93.5512,0.47,2221.1694
2221.3194,89.6632,0.3983,2221.3193
2221.4693,85.1251,0.3447,2221.4692
2221.6192,82.2476,0.317,2221.6191
2221.7691,82.1725,0.3278,2221.769
2221.919,83.7252,0.3719,2221.9189
2222.0689,84.0445,0.4077,2222.0688
2222.2188,80.6936,0.3922,2222.2188
2222.3687,76.5793,0.3494,2222.3687
2222.5186,76.8237,0.3281,2222.5186
2222.6685,79.923,0.3367,2222.6685
2222.8184,81.8808,0.3584,2222.8184
2222.9683,81.1486,0.368,2222.9683
2223.1182,78.1548,0.3489,2223.1182
2223.2681,75.1169,0.309,2223.2681
2223.418,73.8034,0.2692,2223.418
2223.5679,73.527,0.2412,2223.5679
2223.7178,72.628,0.2164,2223.7178
2223.8677,70.725,0.1848,2223.8677
2224.0176,68.5271,0.1533,2224.0176
2224.1675,66.6021,0.1341,2224.1675
2224.3174,65.0021,0.1273,2224.3174
2224.4673,63.5971,0.1245,2224.4673
2224.6172,62.3379,0.1232,2224.6172
2224.7671,61.1548,0.123,2224.7671
2224.917,60.0449,0.1206,2224.917
2225.0669,59.3464,0.1152,2225.0669
2225.2168,59.4258,0.1132,2225.2168
2225.3667,60.1346,0.1185,2225.3667
2225.5166,61.0621,0.1271,2225.5166
2225.6665,61.9828,0.1339,2225.6665
2225.8164,62.7508,0.1387,2225.8164
2225.9663,63.3783,0.1458,2225.9663
2226.1162,64.4203,0.1603,2226.1162
2226.2661,66.6193,0.1849,2226.2661
2226.416,69.8507,0.2166,2226.416
2226.5659,72.7143,0.2426,2226.5659
2226.7158,73.7893,0.2478,2226.7158
2226.8657,72.9067,0.2322,2226.8657
2227.0156,70.7444,0.2154,2227.0156
2227.1655,68.253,0.2201,2227.1655
2227.3154,66.2691,0.252,2227.3154
2227.4653,65.5294,0.2926,2227.4653
2227.6152,66.8333,0.3233,2227.6152
2227.7651,70.3735,0.3716,2227.7651
2227.915,75.8992,0.4838,2227.915
2228.0649,82.87700000000002,0.6448,2228.0649
2228.2148,89.9268,0.7468,2228.2148
2228.3647,94.3371,0.7911,2228.3647
2228.5146,93.6966,0.7843,2228.5146
2228.6645,88.6011,0.6552,2228.6646
2228.8144,81.8757,0.4758,2228.8145
2228.9643,76.1362,0.3348,2228.9644
2229.1142,72.2474,0.2477,2229.1143
2229.2641,69.9553,0.2059,2229.2642
2229.414,69.1345,0.1989,2229.4141
2229.5639,69.6995,0.226,2229.564
2229.7138,72.0338,0.2905,2229.7139
2229.8637,77.2052,0.3921,2229.8638
2230.0136,84.9142,0.5192,2230.0137
2230.1635,92.5834,0.6447,2230.1636
2230.3134,97.734,0.7314,2230.3135
2230.4633,99.9699,0.7518,2230.4634
2230.6132,99.7846,0.7043,2230.6133
2230.7631,96.8884,0.6033,2230.7632
2230.913,90.945,0.4803,2230.9131
2231.0629,82.6554,0.3701,2231.063
2231.2128,73.4134,0.2768,2231.2129
2231.3627,64.9271,0.1925,2231.3628
2231.5126,58.729,0.0799,2231.5127
2231.6625,54.5652,0.0468,2231.6626
2231.8124,52.4373,0.0322,2231.8125
2231.9623,53.0113,0.0307,2231.9624
2232.1122,54.2887,0.0324,2232.1123
2232.2621,54.6575,0.0333,2232.2622
2232.4120000000007,54.7532,0.0381,2232.4121
2232.5619,55.0918,0.044,2232.562
2232.7118,55.4475,0.0441,2232.7119
2232.8617,55.532,0.0386,2232.8618
2233.0116,55.3489,0.0344,2233.0117
2233.1615,55.2531,0.0355,2233.1616
2233.3114,55.5959,0.041,2233.3113
2233.4613,56.0882,0.0472,2233.4612
2233.6112,55.9282,0.051,2233.6111
2233.7611,54.7232,0.0509,2233.761
2233.911,52.9061,0.0474,2233.9109
2234.0609,51.2305,0.0435,2234.0608
2234.2108,50.2447,0.0427,2234.2107
2234.3607,50.0426,0.0453,2234.3606
2234.5106,50.2061,0.0469,2234.5105
2234.6605,50.2636,0.0436,2234.6604
2234.8104,50.3169,0.0397,2234.8103
2234.9603,50.8673,0.0428,2234.9602
2235.1102,52.0122,0.0533,2235.1101
2235.2601,53.1519,0.0622,2235.26
2235.41,53.8489,0.064,2235.4099
2235.5599,54.4342,0.0624,2235.5598
2235.7098,55.1413,0.0621,2235.7097
2235.8597,55.6467,0.0621,2235.8596
2236.0096,55.9199,0.0613,2236.0095
2236.1595,56.5619,0.063,2236.1594
2236.3094,58.1889,0.0699,2236.3093
2236.4593,60.5648,0.0791,2236.4592
2236.6092,62.5184,0.0835,2236.6091
2236.7591,63.1703,0.0796,2236.759
2236.909,62.8308,0.0742,2236.9089
2237.0589,62.4033,0.0752,2237.0588
2237.2088,62.0441,0.0794,2237.2087
2237.3587,61.2836,0.0779,2237.3586
2237.5086,60.5847,0.0716,2237.5085
2237.6585,60.8025,0.0689,2237.6584
2237.8084,61.7023,0.0753,2237.8083
2237.9583,63.1036,0.0999,2237.9583
2238.1082,66.0408,0.1626,2238.1082
2238.2581,71.5152,0.2699,2238.2581
2238.408,79.2439,0.3957,2238.408
2238.5579,88.1016,0.4406,2238.5579
2238.7078,96.6152,0.5551,2238.7078
2238.8577,102.6689,0.6545,2238.8577
2239.0076,104.4989,0.7095,2239.0076
2239.1575,102.3074,0.7066,2239.1575
2239.3074,98.246,0.6755,2239.3074
2239.4573,94.9274,0.6496,2239.4573
2239.6072,93.2575,0.6337,2239.6072
2239.7571,92.6927,0.6207,2239.7571
2239.907,92.8966,0.6107,2239.907
2240.0569,94.1634,0.6023,2240.0569
2240.2068,95.916,0.581,2240.2068
2240.3567,95.9506,0.5329,2240.3567
2240.5066,92.2276,0.4569,2240.5066
2240.6565,84.7144,0.3687,2240.6565
2240.8064,77.4371,0.3009,2240.8064
2240.9563,74.1246,0.2628,2240.9563
2241.1062,72.0957,0.2277,2241.1062
2241.2561,68.7877,0.1858,2241.2561
2241.406,65.5979,0.157,2241.406
2241.5559,63.8837,0.1501,2241.5559
2241.7058,63.7691,0.1561,2241.7058
2241.8557,65.2656,0.168,2241.8557
2242.0056,68.293,0.1862,2242.0056
2242.1555,71.8651,0.2093,2242.1555
2242.3054,74.3204,0.2325,2242.3054
2242.4553,75.2699,0.2604,2242.4553
2242.6052,76.6401,0.3075,2242.6052
2242.7551,80.7925,0.3763,2242.7551
2242.905,88.2077,0.4631,2242.905
2243.0549,97.1,0.5752,2243.0549
2243.2048,104.8289,0.7118,2243.2048
2243.3547,109.7601,0.8240000000000001,2243.3547
2243.5046,112.1757,0.8535,2243.5046
2243.6545,113.4798,0.8663,2243.6545
2243.8044,114.4051,0.8588,2243.8044
2243.9543,114.0864,0.8290000000000001,2243.9543
2244.1042,111.448,0.7857,2244.1042
2244.2541,106.9433,0.7068,2244.2542
2244.404,102.2913,0.6101,2244.4041
2244.5539,99.1486,0.5665,2244.554
2244.7038,98.4695,0.5688,2244.7039
2244.8537,100.5196,0.5991,2244.8538
2245.0036,104.559,0.6496,2245.0037
2245.1535,108.4844,0.7124,2245.1536
2245.3034,109.7411,0.7305,2245.3035
2245.4533,107.4784,0.718,2245.4534
2245.6032,103.9856,0.6727,2245.6033
2245.7531,102.9684,0.6659,2245.7532
2245.903,105.4065,0.7229,2245.9031
2246.0529,107.834,0.8031,2246.053
2246.2028,106.4674,0.8203,2246.2029
2246.3527,101.8061,0.7855,2246.3528
2246.5026,97.0522,0.7624,2246.5027
2246.6525,93.8214,0.7634,2246.6526
2246.8024,91.8886,0.7658,2246.8025
2246.9523,91.4766,0.7617,2246.9524
2247.1022,93.7023,0.7844,2247.1023
2247.2521,98.0441,0.8332,2247.2522
2247.402,101.4123,0.8483,2247.4021
2247.5519,102.0894,0.8264,2247.552
2247.7018,101.9699,0.7866,2247.7019
2247.8517,103.5749,0.7554,2247.8518
2248.0016,106.4778,0.7524,2248.0017
2248.1515,108.0834,0.7523,2248.1516
2248.3014,107.7378,0.7307,2248.3015
2248.4513,107.4415,0.7101,2248.4514
2248.6012,108.6445,0.7248,2248.6013
2248.7511,110.253,0.7452,2248.7512
2248.901,110.0459,0.7648,2248.9009
2249.0509,107.1124,0.7252,2249.0508
2249.2008,102.3646,0.6129,2249.2007
2249.3507,96.5466,0.4859,2249.3506
2249.5006,89.2572,0.3629,2249.5005
2249.6505,83.0909,0.2789,2249.6504
2249.8004,81.635,0.2476,2249.8003
2249.9503,82.0612,0.2429,2249.9502
2250.1002,80.3472,0.2293,2250.1001
2250.2501,75.8961,0.1964,2250.25
2250.4,69.3335,0.1483,2250.3999
2250.5499,62.192,0.0985,2250.5498
2250.6998,56.651,0.0572,2250.6997
2250.8497,54.2209,0.0278,2250.8496
2250.9996,54.8414,0.0253,2250.9995
2251.1495,57.3182,0.0356,2251.1494
2251.2994,60.4701,0.0638,2251.2993
2251.4493,63.5207,0.1259,2251.4492
2251.5992,65.4423,0.1911,2251.5991
2251.7491,65.3539,0.2295,2251.749
2251.899,63.7104,0.1625,2251.8989
2252.0489,62.0627,0.1748,2252.0488
2252.1988,61.8981,0.1878,2252.1987
2252.3487,64.2458,0.2291,2252.3486
2252.4986,69.4204,0.3372,2252.4985
2252.6485,76.0904,0.5111,2252.6484
2252.7984,81.5929,0.6763,2252.7983
2252.9483,84.449,0.6988,2252.9482
2253.0982,85.6994,0.7091,2253.0981
2253.2481,87.1173,0.7213,2253.248
2253.398,89.4565,0.7424,2253.3979
2253.5479,92.5644,0.7726,2253.5479
2253.6978,95.5183,0.72,2253.6978
2253.8477,96.5834,0.639,2253.8477
2253.9976,94.4732,0.5682,2253.9976
2254.1475,89.84299999999998,0.5035,2254.1475
2254.2974,84.4031,0.4312,2254.2974
2254.4473,78.7573,0.3263,2254.4473
2254.5972,73.4065,0.234,2254.5972
2254.7471,69.7524,0.1751,2254.7471
2254.897,68.3011,0.1519,2254.897
2255.0469,67.5492,0.1422,2255.0469
2255.1968,65.5038,0.1237,2255.1968
2255.3467,62.3211,0.0971,2255.3467
2255.4966,59.7741,0.0761,2255.4966
2255.6465,58.8331,0.0664,2255.6465
2255.7964,58.7375,0.0644,2255.7964
2255.9463,58.002,0.0618,2255.9463
2256.0962,56.202,0.0541,2256.0962
2256.2461,53.9863,0.0414,2256.2461
2256.396,52.078,0.0312,2256.396
2256.5459,50.6394,0.0309,2256.5459
2256.6958,49.8015,0.0395,2256.6958
2256.8457,50.0565,0.052000000000000005,2256.8457
2256.9956,51.2308,0.0644,2256.9956
2257.1455,52.4672,0.0735,2257.1455
2257.2954,53.1968,0.0781,2257.2954
2257.4453,53.5878,0.0795,2257.4453
2257.5952,54.1083,0.0818,2257.5952
2257.7451,55.5672,0.0903,2257.7451
2257.895,59.7371,0.1109,2257.895
2258.0449,68.1227,0.155,2258.0449
2258.1948,79.9695,0.2512,2258.1948
2258.3447,92.2767,0.5263,2258.3447
2258.4946,101.6514,0.6905,2258.4946
2258.6445,106.4686,0.7934,2258.6445
2258.7944,107.329,0.8256,2258.7944
2258.9443,105.1043,0.8161,2258.9443
2259.0942,99.5658,0.7797,2259.0942
2259.2441,94.2609,0.7601,2259.2441
2259.394,94.0017,0.7875,2259.394
2259.5439,96.4463,0.8144,2259.5439
2259.6938,98.2458,0.8356,2259.6938
2259.8437,99.5795,0.8522,2259.8438
2259.9936,100.8426,0.8686,2259.9937
2260.1435,101.7578,0.8591,2260.1436
2260.2934,101.8102,0.8112,2260.2935
2260.4433,100.3261,0.7257,2260.4434
2260.5932,97.0291,0.6058,2260.5933
2260.7431,92.6762,0.4781,2260.7432
2260.893,88.523,0.375,2260.8931
2261.0429,84.8964,0.305,2261.043
2261.1928,80.8951,0.2625,2261.1929
2261.3427,75.9857,0.2167,2261.3428
2261.4926,71.566,0.1883,2261.4927
2261.6425,70.1341,0.1857,2261.6426
2261.7924,73.0718,0.2159,2261.7925
2261.9423,79.4774,0.2807,2261.9424
2262.0922,86.85,0.3724,2262.0923
2262.2421,92.8383,0.4733,2262.2422
2262.3920000000007,96.9455,0.5033,2262.3921
2262.5419,100.8395,0.6009,2262.542
2262.6918,106.1762,0.7226,2262.6919
2262.8417,112.1967,0.8075,2262.8418
2262.9916,116.2165,0.8397,2262.9917
2263.1415,116.006,0.872,2263.1416
2263.2914,111.8645,0.8875,2263.2915
2263.4413,106.5765,0.8204,2263.4414
2263.5912,103.1805,0.7072,2263.5913
2263.7411,102.0728,0.6199,2263.7412
2263.891,100.1886,0.6163,2263.8911
2264.0409,94.0485,0.4812,2264.041
2264.1908,83.7912,0.3318,2264.1909
2264.3407,73.1932,0.2094,2264.3408
2264.4906,66.1222,0.1351,2264.4905
2264.6405,63.6497,0.1092,2264.6404
2264.7904,64.0607,0.1123,2264.7903
2264.9403,65.3227,0.1217,2264.9402
2265.0902,67.0972,0.1308,2265.0901
2265.2401,70.0361,0.1459,2265.24
2265.39,73.6952,0.1676,2265.3899
2265.5399,76.3365,0.1857,2265.5398
2265.6898,76.8699,0.1915,2265.6897
2265.8397,75.684,0.1874,2265.8396
2265.9896,73.3825,0.1779,2265.9895
2266.1395,70.141,0.1668,2266.1394
2266.2894,66.3717,0.1567,2266.2893
2266.4393,62.9425,0.1481,2266.4392
2266.5892,60.4247,0.1386,2266.5891
2266.7391,58.7599,0.1256,2266.739
2266.889,57.477,0.1089,2266.8889
2267.0389,56.407,0.0926,2267.0388
2267.1888,56.0609,0.0852,2267.1887
2267.3387,57.0808,0.0924,2267.3386
2267.4886,60.0287,0.1169,2267.4885
2267.6385,65.7753,0.1658,2267.6384
2267.7884,74.1099,0.2449,2267.7883
2267.9383,81.7276,0.3323,2267.9382
2268.0882,88.3899,0.4156,2268.0881
2268.2381,98.2908,0.5391,2268.238
2268.388,108.9705,0.7123,2268.3879
2268.5379,114.1994,0.7072,2268.5378
2268.6878,111.9299,0.6818,2268.6877
2268.8377,103.9781,0.5548,2268.8376
2268.9876,94.0971,0.3891,2268.9875
2269.1375,85.6368,0.2814,2269.1375
2269.2874,79.6156,0.2223,2269.2874
2269.4373,75.383,0.1909,2269.4373
2269.5872,72.5022,0.1729,2269.5872
2269.7371,71.2027,0.1626,2269.7371
2269.887,71.12100000000002,0.1556,2269.887
2270.0369,70.6588,0.1435,2270.0369
2270.1868,68.2131,0.1186,2270.1868
2270.3367,63.8527,0.0855,2270.3367
2270.4866,59.2394,0.0609,2270.4866
2270.6365,56.0394,0.0565,2270.6365
2270.7864,54.672,0.0681,2270.7864
2270.9363,54.4698,0.0819,2270.9363
2271.0862,54.7202,0.0908,2271.0862
2271.2361,55.2195,0.0984,2271.2361
2271.386,55.8288,0.1073,2271.386
2271.5359,55.9866,0.1119,2271.5359
2271.6858,55.5119,0.1087,2271.6858
2271.8357,55.7326,0.1058,2271.8357
2271.9856,58.624,0.1166,2271.9856
2272.1355,64.6507,0.1488,2272.1355
2272.2854,72.0922,0.2016,2272.2854
2272.4353,78.3588,0.2597,2272.4353
2272.5852,81.3954,0.2917,2272.5852
2272.7351,80.1075,0.2699,2272.7351
2272.885,75.1365,0.2051,2272.885
2273.0349,69.0349,0.1378,2273.0349
2273.1848,64.7359,0.0977,2273.1848
2273.3347,63.7789,0.0911,2273.3347
2273.4846,66.081,0.1173,2273.4846
2273.6345,70.9509,0.1753,2273.6345
2273.7844,77.9465,0.2651,2273.7844
2273.9343,86.985,0.3883,2273.9343
2274.0842,97.6675,0.5424,2274.0842
2274.2341,108.7893,0.6154,2274.2341
2274.384,118.4446,0.7632,2274.384
2274.5339,125.0922,0.9093,2274.5339
2274.6838,127.9971,0.85,2274.6838
2274.8337,127.4622,0.8944,2274.8337
